q	r	ANI	n1	n2
barcode21.fasta	barcode61.fasta	97.2428	1535	1712
barcode21.fasta	barcode66.fasta	97.2427	1523	1712
barcode21.fasta	barcode81.fasta	97.2347	1526	1712
barcode21.fasta	barcode51.fasta	97.2217	1523	1712
barcode21.fasta	barcode96.fasta	97.2181	1522	1712
barcode21.fasta	barcode14.fasta	97.2148	1523	1712
barcode21.fasta	barcode54.fasta	97.2143	1529	1712
barcode21.fasta	barcode62.fasta	97.2093	1522	1712
barcode21.fasta	barcode89.fasta	97.2085	1522	1712
barcode21.fasta	barcode44.fasta	97.2078	1526	1712
barcode21.fasta	barcode57.fasta	97.207	1528	1712
barcode21.fasta	barcode49.fasta	97.2069	1523	1712
barcode21.fasta	barcode32.fasta	97.2012	1522	1712
barcode21.fasta	barcode03.fasta	97.1644	1528	1712
barcode21.fasta	barcode90.fasta	96.6467	1488	1712
barcode22.fasta	barcode22.fasta	100	1669	1670
barcode22.fasta	barcode78.fasta	99.9648	1667	1670
barcode22.fasta	barcode85.fasta	99.2142	1609	1670
barcode22.fasta	barcode20.fasta	99.214	1604	1670
barcode22.fasta	barcode50.fasta	99.2134	1605	1670
barcode22.fasta	barcode34.fasta	99.2065	1609	1670
barcode22.fasta	barcode72.fasta	99.204	1602	1670
barcode22.fasta	barcode17.fasta	99.2017	1611	1670
barcode22.fasta	barcode11.fasta	99.1983	1615	1670
barcode22.fasta	barcode26.fasta	99.1738	1614	1670
barcode22.fasta	barcode07.fasta	99.1731	1602	1670
barcode22.fasta	barcode71.fasta	99.1703	1615	1670
barcode22.fasta	barcode87.fasta	99.1691	1608	1670
barcode22.fasta	barcode27.fasta	99.1642	1605	1670
barcode22.fasta	barcode80.fasta	99.1357	1600	1670
barcode22.fasta	barcode39.fasta	98.9177	1579	1670
barcode22.fasta	barcode21.fasta	98.9109	1593	1670
barcode22.fasta	barcode75.fasta	98.9062	1583	1670
barcode22.fasta	barcode13.fasta	98.8694	1588	1670
barcode22.fasta	barcode67.fasta	98.8202	1587	1670
barcode22.fasta	barcode68.fasta	98.8185	1589	1670
barcode22.fasta	barcode82.fasta	98.788	1564	1670
barcode22.fasta	barcode19.fasta	98.7871	1561	1670
barcode22.fasta	barcode06.fasta	98.7841	1567	1670
barcode22.fasta	barcode25.fasta	98.7753	1562	1670
barcode22.fasta	barcode76.fasta	98.7691	1569	1670
barcode22.fasta	barcode16.fasta	98.7678	1558	1670
barcode22.fasta	barcode77.fasta	98.7671	1563	1670
barcode22.fasta	barcode24.fasta	98.7588	1569	1670
barcode22.fasta	barcode23.fasta	98.7488	1564	1670
barcode22.fasta	barcode94.fasta	98.7473	1566	1670
barcode22.fasta	barcode29.fasta	98.7458	1567	1670
barcode22.fasta	barcode35.fasta	98.7325	1567	1670
barcode22.fasta	barcode30.fasta	98.6969	1580	1670
barcode22.fasta	barcode33.fasta	98.6847	1591	1670
barcode22.fasta	barcode08.fasta	98.6279	1559	1670
barcode22.fasta	barcode86.fasta	98.6157	1580	1670
barcode22.fasta	barcode73.fasta	98.614	1569	1670
barcode22.fasta	barcode10.fasta	98.5877	1586	1670
barcode22.fasta	barcode88.fasta	98.495	1582	1670
barcode22.fasta	barcode74.fasta	98.4282	1567	1670
barcode22.fasta	barcode18.fasta	98.4277	1581	1670
barcode22.fasta	barcode28.fasta	98.4235	1579	1670
barcode22.fasta	barcode12.fasta	98.4112	1583	1670
barcode22.fasta	barcode84.fasta	98.3854	1590	1670
barcode22.fasta	barcode38.fasta	98.3421	1547	1670
barcode22.fasta	barcode79.fasta	98.3405	1548	1670
barcode22.fasta	barcode05.fasta	98.3368	1552	1670
barcode22.fasta	barcode40.fasta	97.8526	1536	1670
barcode22.fasta	barcode09.fasta	97.8362	1537	1670
barcode22.fasta	barcode92.fasta	97.4382	1528	1670
barcode22.fasta	barcode52.fasta	97.3659	1524	1670
barcode22.fasta	barcode04.fasta	97.3567	1539	1670
barcode22.fasta	barcode55.fasta	97.3565	1532	1670
barcode22.fasta	barcode42.fasta	97.3465	1540	1670
barcode22.fasta	barcode83.fasta	97.3421	1535	1670
barcode22.fasta	barcode01.fasta	97.3416	1537	1670
barcode22.fasta	barcode64.fasta	97.3289	1522	1670
barcode22.fasta	barcode56.fasta	97.3253	1534	1670
barcode22.fasta	barcode58.fasta	97.3226	1540	1670
barcode22.fasta	barcode02.fasta	97.3212	1530	1670
barcode22.fasta	barcode60.fasta	97.32	1535	1670
barcode22.fasta	barcode45.fasta	97.3018	1529	1670
barcode22.fasta	barcode41.fasta	97.3004	1537	1670
barcode22.fasta	barcode59.fasta	97.2963	1539	1670
barcode22.fasta	barcode31.fasta	97.2946	1528	1670
barcode22.fasta	barcode70.fasta	97.2871	1528	1670
barcode22.fasta	barcode91.fasta	97.2845	1517	1670
barcode22.fasta	barcode63.fasta	97.2803	1531	1670
barcode22.fasta	barcode93.fasta	97.2742	1532	1670
barcode22.fasta	barcode47.fasta	97.2737	1526	1670
barcode22.fasta	barcode15.fasta	97.2652	1531	1670
barcode22.fasta	barcode43.fasta	97.2627	1525	1670
barcode22.fasta	barcode61.fasta	97.2624	1526	1670
barcode22.fasta	barcode36.fasta	97.2608	1528	1670
barcode22.fasta	barcode46.fasta	97.2535	1510	1670
barcode22.fasta	barcode69.fasta	97.2533	1519	1670
barcode22.fasta	barcode81.fasta	97.2526	1524	1670
barcode22.fasta	barcode54.fasta	97.2506	1518	1670
barcode22.fasta	barcode95.fasta	97.2486	1524	1670
barcode22.fasta	barcode37.fasta	97.2403	1536	1670
barcode22.fasta	barcode53.fasta	97.2282	1530	1670
barcode22.fasta	barcode48.fasta	97.2276	1524	1670
barcode22.fasta	barcode14.fasta	97.2261	1521	1670
barcode22.fasta	barcode49.fasta	97.2244	1526	1670
barcode22.fasta	barcode62.fasta	97.2216	1525	1670
barcode22.fasta	barcode96.fasta	97.2209	1524	1670
barcode22.fasta	barcode44.fasta	97.2196	1521	1670
barcode22.fasta	barcode66.fasta	97.2141	1512	1670
barcode22.fasta	barcode57.fasta	97.2098	1531	1670
barcode22.fasta	barcode65.fasta	97.1871	1529	1670
barcode22.fasta	barcode89.fasta	97.1859	1521	1670
barcode22.fasta	barcode51.fasta	97.1631	1523	1670
barcode22.fasta	barcode32.fasta	97.1589	1521	1670
barcode22.fasta	barcode03.fasta	97.1537	1529	1670
barcode22.fasta	barcode90.fasta	96.5936	1482	1670
barcode23.fasta	barcode23.fasta	100	1691	1691
barcode23.fasta	barcode06.fasta	99.9939	1687	1691
barcode23.fasta	barcode94.fasta	99.9905	1683	1691
barcode23.fasta	barcode76.fasta	99.9877	1685	1691
barcode23.fasta	barcode24.fasta	99.977	1685	1691
barcode23.fasta	barcode29.fasta	99.9748	1684	1691
barcode23.fasta	barcode19.fasta	99.9739	1681	1691
barcode23.fasta	barcode35.fasta	99.9586	1676	1691
barcode23.fasta	barcode25.fasta	99.9585	1678	1691
barcode23.fasta	barcode77.fasta	99.9469	1681	1691
barcode23.fasta	barcode16.fasta	99.9156	1671	1691
barcode23.fasta	barcode82.fasta	99.7666	1654	1691
barcode23.fasta	barcode68.fasta	99.2103	1656	1691
barcode23.fasta	barcode67.fasta	99.2028	1659	1691
barcode23.fasta	barcode13.fasta	99.2006	1660	1691
barcode23.fasta	barcode39.fasta	99.1977	1658	1691
barcode23.fasta	barcode75.fasta	99.1905	1659	1691
barcode23.fasta	barcode74.fasta	98.9173	1630	1691
barcode23.fasta	barcode78.fasta	98.7388	1574	1691
barcode23.fasta	barcode22.fasta	98.698	1576	1691
barcode23.fasta	barcode11.fasta	98.6705	1582	1691
barcode23.fasta	barcode73.fasta	98.6656	1577	1691
barcode23.fasta	barcode17.fasta	98.6457	1597	1691
barcode23.fasta	barcode08.fasta	98.64	1587	1691
barcode23.fasta	barcode27.fasta	98.6368	1587	1691
barcode23.fasta	barcode34.fasta	98.6271	1587	1691
barcode23.fasta	barcode72.fasta	98.6256	1580	1691
barcode23.fasta	barcode20.fasta	98.623	1581	1691
barcode23.fasta	barcode07.fasta	98.6229	1585	1691
barcode23.fasta	barcode85.fasta	98.6185	1591	1691
barcode23.fasta	barcode71.fasta	98.6173	1596	1691
barcode23.fasta	barcode50.fasta	98.6077	1591	1691
barcode23.fasta	barcode87.fasta	98.5939	1586	1691
barcode23.fasta	barcode80.fasta	98.576	1581	1691
barcode23.fasta	barcode26.fasta	98.5593	1595	1691
barcode23.fasta	barcode33.fasta	98.5335	1572	1691
barcode23.fasta	barcode79.fasta	98.5067	1587	1691
barcode23.fasta	barcode21.fasta	98.505	1585	1691
barcode23.fasta	barcode10.fasta	98.4941	1595	1691
barcode23.fasta	barcode30.fasta	98.4742	1587	1691
barcode23.fasta	barcode05.fasta	98.462	1575	1691
barcode23.fasta	barcode86.fasta	98.4588	1592	1691
barcode23.fasta	barcode38.fasta	98.4557	1573	1691
barcode23.fasta	barcode88.fasta	98.3748	1571	1691
barcode23.fasta	barcode84.fasta	98.3096	1571	1691
barcode23.fasta	barcode28.fasta	98.3092	1572	1691
barcode23.fasta	barcode18.fasta	98.2919	1571	1691
barcode23.fasta	barcode12.fasta	98.2869	1565	1691
barcode23.fasta	barcode40.fasta	97.8074	1546	1691
barcode23.fasta	barcode09.fasta	97.7801	1550	1691
barcode23.fasta	barcode83.fasta	97.3815	1514	1691
barcode23.fasta	barcode36.fasta	97.3541	1521	1691
barcode23.fasta	barcode02.fasta	97.3239	1522	1691
barcode23.fasta	barcode63.fasta	97.3193	1525	1691
barcode23.fasta	barcode45.fasta	97.3174	1533	1691
barcode23.fasta	barcode46.fasta	97.3097	1514	1691
barcode23.fasta	barcode70.fasta	97.3089	1530	1691
barcode23.fasta	barcode41.fasta	97.301	1531	1691
barcode23.fasta	barcode69.fasta	97.301	1513	1691
barcode23.fasta	barcode55.fasta	97.2933	1539	1691
barcode23.fasta	barcode01.fasta	97.2863	1544	1691
barcode23.fasta	barcode42.fasta	97.286	1533	1691
barcode23.fasta	barcode52.fasta	97.284	1542	1691
barcode23.fasta	barcode66.fasta	97.2798	1504	1691
barcode23.fasta	barcode47.fasta	97.2766	1531	1691
barcode23.fasta	barcode92.fasta	97.2727	1545	1691
barcode23.fasta	barcode89.fasta	97.2721	1519	1691
barcode23.fasta	barcode32.fasta	97.2704	1518	1691
barcode23.fasta	barcode93.fasta	97.2701	1533	1691
barcode23.fasta	barcode56.fasta	97.2605	1522	1691
barcode23.fasta	barcode61.fasta	97.2589	1540	1691
barcode23.fasta	barcode04.fasta	97.2586	1541	1691
barcode23.fasta	barcode51.fasta	97.2576	1520	1691
barcode23.fasta	barcode31.fasta	97.2501	1532	1691
barcode23.fasta	barcode65.fasta	97.2425	1516	1691
barcode23.fasta	barcode53.fasta	97.242	1535	1691
barcode23.fasta	barcode59.fasta	97.2339	1528	1691
barcode23.fasta	barcode95.fasta	97.2334	1530	1691
barcode23.fasta	barcode44.fasta	97.2322	1525	1691
barcode23.fasta	barcode96.fasta	97.2313	1534	1691
barcode23.fasta	barcode57.fasta	97.231	1527	1691
barcode23.fasta	barcode62.fasta	97.2294	1531	1691
barcode23.fasta	barcode03.fasta	97.2276	1523	1691
barcode23.fasta	barcode81.fasta	97.226	1531	1691
barcode23.fasta	barcode60.fasta	97.216	1542	1691
barcode23.fasta	barcode54.fasta	97.2128	1527	1691
barcode23.fasta	barcode58.fasta	97.2121	1549	1691
barcode23.fasta	barcode43.fasta	97.2097	1537	1691
barcode23.fasta	barcode91.fasta	97.2083	1534	1691
barcode23.fasta	barcode49.fasta	97.2008	1532	1691
barcode23.fasta	barcode64.fasta	97.1945	1537	1691
barcode23.fasta	barcode37.fasta	97.1918	1534	1691
barcode23.fasta	barcode15.fasta	97.183	1535	1691
barcode23.fasta	barcode48.fasta	97.1798	1530	1691
barcode23.fasta	barcode14.fasta	97.1755	1536	1691
barcode23.fasta	barcode90.fasta	96.6386	1491	1691
barcode24.fasta	barcode24.fasta	100	1690	1690
barcode24.fasta	barcode29.fasta	99.9913	1688	1690
barcode24.fasta	barcode19.fasta	99.9832	1684	1690
barcode24.fasta	barcode23.fasta	99.9776	1686	1690
barcode24.fasta	barcode94.fasta	99.9748	1686	1690
barcode24.fasta	barcode06.fasta	99.9741	1687	1690
barcode24.fasta	barcode76.fasta	99.9645	1686	1690
barcode24.fasta	barcode25.fasta	99.963	1674	1690
barcode24.fasta	barcode35.fasta	99.9555	1673	1690
barcode24.fasta	barcode77.fasta	99.9384	1680	1690
barcode24.fasta	barcode16.fasta	99.9114	1675	1690
barcode24.fasta	barcode82.fasta	99.7685	1656	1690
barcode24.fasta	barcode39.fasta	99.1953	1662	1690
barcode24.fasta	barcode75.fasta	99.1931	1663	1690
barcode24.fasta	barcode68.fasta	99.189	1660	1690
barcode24.fasta	barcode13.fasta	99.1831	1661	1690
barcode24.fasta	barcode67.fasta	99.1803	1662	1690
barcode24.fasta	barcode74.fasta	98.9171	1639	1690
barcode24.fasta	barcode78.fasta	98.7304	1574	1690
barcode24.fasta	barcode22.fasta	98.696	1583	1690
barcode24.fasta	barcode27.fasta	98.6615	1586	1690
barcode24.fasta	barcode34.fasta	98.6462	1593	1690
barcode24.fasta	barcode17.fasta	98.6459	1594	1690
barcode24.fasta	barcode07.fasta	98.6456	1578	1690
barcode24.fasta	barcode11.fasta	98.6433	1589	1690
barcode24.fasta	barcode85.fasta	98.6424	1587	1690
barcode24.fasta	barcode72.fasta	98.6354	1581	1690
barcode24.fasta	barcode08.fasta	98.6161	1584	1690
barcode24.fasta	barcode20.fasta	98.6141	1584	1690
barcode24.fasta	barcode50.fasta	98.6131	1587	1690
barcode24.fasta	barcode71.fasta	98.6023	1604	1690
barcode24.fasta	barcode87.fasta	98.5897	1588	1690
barcode24.fasta	barcode80.fasta	98.5888	1587	1690
barcode24.fasta	barcode73.fasta	98.588	1589	1690
barcode24.fasta	barcode26.fasta	98.5863	1588	1690
barcode24.fasta	barcode33.fasta	98.5328	1577	1690
barcode24.fasta	barcode21.fasta	98.5031	1587	1690
barcode24.fasta	barcode10.fasta	98.4995	1596	1690
barcode24.fasta	barcode38.fasta	98.4876	1574	1690
barcode24.fasta	barcode79.fasta	98.4702	1590	1690
barcode24.fasta	barcode86.fasta	98.4626	1607	1690
barcode24.fasta	barcode05.fasta	98.4481	1585	1690
barcode24.fasta	barcode30.fasta	98.4455	1600	1690
barcode24.fasta	barcode88.fasta	98.4036	1587	1690
barcode24.fasta	barcode28.fasta	98.2796	1582	1690
barcode24.fasta	barcode18.fasta	98.2545	1581	1690
barcode24.fasta	barcode84.fasta	98.2349	1573	1690
barcode24.fasta	barcode12.fasta	98.2314	1584	1690
barcode24.fasta	barcode40.fasta	97.8047	1544	1690
barcode24.fasta	barcode09.fasta	97.7576	1554	1690
barcode24.fasta	barcode46.fasta	97.37	1503	1690
barcode24.fasta	barcode92.fasta	97.341	1542	1690
barcode24.fasta	barcode83.fasta	97.3261	1530	1690
barcode24.fasta	barcode69.fasta	97.3117	1518	1690
barcode24.fasta	barcode45.fasta	97.3094	1542	1690
barcode24.fasta	barcode01.fasta	97.3082	1540	1690
barcode24.fasta	barcode02.fasta	97.3064	1531	1690
barcode24.fasta	barcode56.fasta	97.3056	1524	1690
barcode24.fasta	barcode93.fasta	97.3032	1531	1690
barcode24.fasta	barcode55.fasta	97.2941	1539	1690
barcode24.fasta	barcode42.fasta	97.2919	1542	1690
barcode24.fasta	barcode47.fasta	97.2904	1540	1690
barcode24.fasta	barcode58.fasta	97.284	1542	1690
barcode24.fasta	barcode52.fasta	97.2787	1546	1690
barcode24.fasta	barcode36.fasta	97.2782	1533	1690
barcode24.fasta	barcode91.fasta	97.2673	1528	1690
barcode24.fasta	barcode70.fasta	97.2647	1534	1690
barcode24.fasta	barcode63.fasta	97.2644	1534	1690
barcode24.fasta	barcode66.fasta	97.2626	1519	1690
barcode24.fasta	barcode49.fasta	97.2626	1529	1690
barcode24.fasta	barcode62.fasta	97.261	1531	1690
barcode24.fasta	barcode04.fasta	97.2559	1549	1690
barcode24.fasta	barcode37.fasta	97.2532	1522	1690
barcode24.fasta	barcode41.fasta	97.2513	1545	1690
barcode24.fasta	barcode96.fasta	97.2385	1531	1690
barcode24.fasta	barcode54.fasta	97.2367	1526	1690
barcode24.fasta	barcode61.fasta	97.234	1552	1690
barcode24.fasta	barcode64.fasta	97.2337	1536	1690
barcode24.fasta	barcode65.fasta	97.2325	1527	1690
barcode24.fasta	barcode44.fasta	97.2293	1538	1690
barcode24.fasta	barcode60.fasta	97.2292	1550	1690
barcode24.fasta	barcode81.fasta	97.2291	1533	1690
barcode24.fasta	barcode31.fasta	97.2253	1531	1690
barcode24.fasta	barcode57.fasta	97.2242	1531	1690
barcode24.fasta	barcode59.fasta	97.2222	1557	1690
barcode24.fasta	barcode43.fasta	97.2203	1527	1690
barcode24.fasta	barcode53.fasta	97.22	1537	1690
barcode24.fasta	barcode14.fasta	97.2138	1534	1690
barcode24.fasta	barcode95.fasta	97.2105	1540	1690
barcode24.fasta	barcode32.fasta	97.2059	1530	1690
barcode24.fasta	barcode51.fasta	97.2022	1533	1690
barcode24.fasta	barcode03.fasta	97.2005	1533	1690
barcode24.fasta	barcode89.fasta	97.179	1536	1690
barcode24.fasta	barcode48.fasta	97.1596	1538	1690
barcode24.fasta	barcode15.fasta	97.1545	1540	1690
barcode24.fasta	barcode90.fasta	96.6035	1497	1690
barcode25.fasta	barcode25.fasta	100	1709	1709
barcode25.fasta	barcode19.fasta	99.9474	1676	1709
barcode25.fasta	barcode24.fasta	99.9461	1678	1709
barcode25.fasta	barcode16.fasta	99.9393	1693	1709
barcode25.fasta	barcode29.fasta	99.9388	1680	1709
barcode25.fasta	barcode23.fasta	99.9335	1679	1709
barcode25.fasta	barcode77.fasta	99.9287	1679	1709
barcode25.fasta	barcode06.fasta	99.926	1681	1709
barcode25.fasta	barcode76.fasta	99.9221	1679	1709
barcode25.fasta	barcode94.fasta	99.9207	1678	1709
barcode25.fasta	barcode35.fasta	99.9184	1676	1709
barcode25.fasta	barcode82.fasta	99.7789	1662	1709
barcode25.fasta	barcode68.fasta	99.2263	1670	1709
barcode25.fasta	barcode67.fasta	99.225	1670	1709
barcode25.fasta	barcode13.fasta	99.2179	1667	1709
barcode25.fasta	barcode75.fasta	99.2144	1671	1709
barcode25.fasta	barcode39.fasta	99.2098	1674	1709
barcode25.fasta	barcode74.fasta	98.9031	1638	1709
barcode25.fasta	barcode78.fasta	98.7053	1584	1709
barcode25.fasta	barcode22.fasta	98.7032	1578	1709
barcode25.fasta	barcode17.fasta	98.6486	1600	1709
barcode25.fasta	barcode72.fasta	98.637	1579	1709
barcode25.fasta	barcode11.fasta	98.6349	1589	1709
barcode25.fasta	barcode34.fasta	98.6253	1594	1709
barcode25.fasta	barcode73.fasta	98.6129	1587	1709
barcode25.fasta	barcode50.fasta	98.6095	1589	1709
barcode25.fasta	barcode27.fasta	98.6059	1583	1709
barcode25.fasta	barcode71.fasta	98.6017	1602	1709
barcode25.fasta	barcode20.fasta	98.6015	1588	1709
barcode25.fasta	barcode08.fasta	98.5855	1593	1709
barcode25.fasta	barcode85.fasta	98.5849	1592	1709
barcode25.fasta	barcode07.fasta	98.5818	1581	1709
barcode25.fasta	barcode26.fasta	98.5489	1599	1709
barcode25.fasta	barcode87.fasta	98.5384	1606	1709
barcode25.fasta	barcode80.fasta	98.5169	1595	1709
barcode25.fasta	barcode21.fasta	98.4961	1579	1709
barcode25.fasta	barcode33.fasta	98.4858	1584	1709
barcode25.fasta	barcode05.fasta	98.4754	1578	1709
barcode25.fasta	barcode38.fasta	98.4662	1582	1709
barcode25.fasta	barcode86.fasta	98.4657	1595	1709
barcode25.fasta	barcode79.fasta	98.4336	1587	1709
barcode25.fasta	barcode10.fasta	98.4112	1608	1709
barcode25.fasta	barcode30.fasta	98.3988	1606	1709
barcode25.fasta	barcode88.fasta	98.2747	1600	1709
barcode25.fasta	barcode84.fasta	98.2601	1573	1709
barcode25.fasta	barcode28.fasta	98.1909	1585	1709
barcode25.fasta	barcode18.fasta	98.1836	1589	1709
barcode25.fasta	barcode12.fasta	98.1384	1601	1709
barcode25.fasta	barcode40.fasta	97.7657	1565	1709
barcode25.fasta	barcode09.fasta	97.7578	1562	1709
barcode25.fasta	barcode45.fasta	97.3349	1540	1709
barcode25.fasta	barcode83.fasta	97.3339	1531	1709
barcode25.fasta	barcode36.fasta	97.3265	1536	1709
barcode25.fasta	barcode46.fasta	97.3165	1517	1709
barcode25.fasta	barcode63.fasta	97.3086	1526	1709
barcode25.fasta	barcode70.fasta	97.3032	1527	1709
barcode25.fasta	barcode02.fasta	97.3028	1531	1709
barcode25.fasta	barcode61.fasta	97.2905	1544	1709
barcode25.fasta	barcode60.fasta	97.2889	1539	1709
barcode25.fasta	barcode47.fasta	97.2876	1532	1709
barcode25.fasta	barcode56.fasta	97.2827	1525	1709
barcode25.fasta	barcode31.fasta	97.2809	1529	1709
barcode25.fasta	barcode69.fasta	97.2788	1518	1709
barcode25.fasta	barcode93.fasta	97.2768	1530	1709
barcode25.fasta	barcode55.fasta	97.2746	1538	1709
barcode25.fasta	barcode59.fasta	97.2675	1546	1709
barcode25.fasta	barcode37.fasta	97.2669	1533	1709
barcode25.fasta	barcode41.fasta	97.2638	1540	1709
barcode25.fasta	barcode42.fasta	97.2632	1544	1709
barcode25.fasta	barcode01.fasta	97.2631	1544	1709
barcode25.fasta	barcode95.fasta	97.2606	1523	1709
barcode25.fasta	barcode62.fasta	97.2577	1526	1709
barcode25.fasta	barcode49.fasta	97.2481	1523	1709
barcode25.fasta	barcode66.fasta	97.2461	1525	1709
barcode25.fasta	barcode54.fasta	97.2437	1529	1709
barcode25.fasta	barcode52.fasta	97.2417	1550	1709
barcode25.fasta	barcode92.fasta	97.2319	1549	1709
barcode25.fasta	barcode04.fasta	97.231	1537	1709
barcode25.fasta	barcode57.fasta	97.231	1535	1709
barcode25.fasta	barcode51.fasta	97.2297	1528	1709
barcode25.fasta	barcode53.fasta	97.2294	1535	1709
barcode25.fasta	barcode44.fasta	97.2284	1529	1709
barcode25.fasta	barcode65.fasta	97.2275	1524	1709
barcode25.fasta	barcode32.fasta	97.2225	1528	1709
barcode25.fasta	barcode91.fasta	97.2216	1522	1709
barcode25.fasta	barcode64.fasta	97.2187	1527	1709
barcode25.fasta	barcode58.fasta	97.2117	1547	1709
barcode25.fasta	barcode43.fasta	97.2009	1526	1709
barcode25.fasta	barcode81.fasta	97.1955	1532	1709
barcode25.fasta	barcode89.fasta	97.1946	1527	1709
barcode25.fasta	barcode14.fasta	97.1917	1537	1709
barcode25.fasta	barcode96.fasta	97.1844	1540	1709
barcode25.fasta	barcode48.fasta	97.1769	1538	1709
barcode25.fasta	barcode03.fasta	97.163	1535	1709
barcode25.fasta	barcode15.fasta	97.1598	1537	1709
barcode25.fasta	barcode90.fasta	96.6168	1493	1709
barcode26.fasta	barcode26.fasta	100	1683	1683
barcode26.fasta	barcode80.fasta	99.7273	1649	1683
barcode26.fasta	barcode72.fasta	99.7077	1646	1683
barcode26.fasta	barcode71.fasta	99.6944	1648	1683
barcode26.fasta	barcode20.fasta	99.6868	1650	1683
barcode26.fasta	barcode87.fasta	99.6729	1645	1683
barcode26.fasta	barcode17.fasta	99.6718	1647	1683
barcode26.fasta	barcode85.fasta	99.4909	1646	1683
barcode26.fasta	barcode34.fasta	99.4909	1645	1683
barcode26.fasta	barcode11.fasta	99.4847	1648	1683
barcode26.fasta	barcode50.fasta	99.4828	1649	1683
barcode26.fasta	barcode07.fasta	99.4395	1624	1683
barcode26.fasta	barcode27.fasta	99.425	1630	1683
barcode26.fasta	barcode21.fasta	99.2133	1620	1683
barcode26.fasta	barcode22.fasta	99.189	1609	1683
barcode26.fasta	barcode78.fasta	99.1773	1612	1683
barcode26.fasta	barcode67.fasta	98.8285	1583	1683
barcode26.fasta	barcode68.fasta	98.816	1583	1683
barcode26.fasta	barcode13.fasta	98.8068	1587	1683
barcode26.fasta	barcode75.fasta	98.8031	1590	1683
barcode26.fasta	barcode39.fasta	98.8002	1589	1683
barcode26.fasta	barcode30.fasta	98.7949	1604	1683
barcode26.fasta	barcode33.fasta	98.7887	1603	1683
barcode26.fasta	barcode10.fasta	98.7355	1597	1683
barcode26.fasta	barcode86.fasta	98.7081	1608	1683
barcode26.fasta	barcode82.fasta	98.6907	1576	1683
barcode26.fasta	barcode77.fasta	98.6667	1572	1683
barcode26.fasta	barcode88.fasta	98.6564	1595	1683
barcode26.fasta	barcode06.fasta	98.6545	1579	1683
barcode26.fasta	barcode19.fasta	98.6509	1566	1683
barcode26.fasta	barcode25.fasta	98.6456	1578	1683
barcode26.fasta	barcode23.fasta	98.6333	1582	1683
barcode26.fasta	barcode24.fasta	98.628	1576	1683
barcode26.fasta	barcode35.fasta	98.624	1579	1683
barcode26.fasta	barcode76.fasta	98.6232	1579	1683
barcode26.fasta	barcode12.fasta	98.603	1582	1683
barcode26.fasta	barcode94.fasta	98.6013	1588	1683
barcode26.fasta	barcode16.fasta	98.5948	1580	1683
barcode26.fasta	barcode29.fasta	98.594	1586	1683
barcode26.fasta	barcode28.fasta	98.5795	1592	1683
barcode26.fasta	barcode18.fasta	98.561	1595	1683
barcode26.fasta	barcode84.fasta	98.5366	1596	1683
barcode26.fasta	barcode74.fasta	98.4964	1577	1683
barcode26.fasta	barcode08.fasta	98.3623	1563	1683
barcode26.fasta	barcode73.fasta	98.2841	1580	1683
barcode26.fasta	barcode05.fasta	98.2492	1566	1683
barcode26.fasta	barcode79.fasta	98.2451	1559	1683
barcode26.fasta	barcode38.fasta	98.2411	1564	1683
barcode26.fasta	barcode09.fasta	97.8044	1550	1683
barcode26.fasta	barcode40.fasta	97.7891	1549	1683
barcode26.fasta	barcode92.fasta	97.3798	1541	1683
barcode26.fasta	barcode83.fasta	97.3783	1531	1683
barcode26.fasta	barcode55.fasta	97.3675	1542	1683
barcode26.fasta	barcode45.fasta	97.3628	1522	1683
barcode26.fasta	barcode52.fasta	97.3577	1528	1683
barcode26.fasta	barcode04.fasta	97.3566	1547	1683
barcode26.fasta	barcode02.fasta	97.3553	1541	1683
barcode26.fasta	barcode42.fasta	97.348	1542	1683
barcode26.fasta	barcode56.fasta	97.3397	1521	1683
barcode26.fasta	barcode47.fasta	97.3358	1528	1683
barcode26.fasta	barcode70.fasta	97.3343	1537	1683
barcode26.fasta	barcode59.fasta	97.3162	1543	1683
barcode26.fasta	barcode01.fasta	97.3108	1551	1683
barcode26.fasta	barcode61.fasta	97.3087	1525	1683
barcode26.fasta	barcode58.fasta	97.3049	1556	1683
barcode26.fasta	barcode63.fasta	97.303	1543	1683
barcode26.fasta	barcode60.fasta	97.2956	1546	1683
barcode26.fasta	barcode36.fasta	97.2942	1525	1683
barcode26.fasta	barcode69.fasta	97.29	1512	1683
barcode26.fasta	barcode46.fasta	97.2806	1512	1683
barcode26.fasta	barcode66.fasta	97.2799	1520	1683
barcode26.fasta	barcode95.fasta	97.2751	1525	1683
barcode26.fasta	barcode37.fasta	97.27	1527	1683
barcode26.fasta	barcode93.fasta	97.269	1530	1683
barcode26.fasta	barcode64.fasta	97.2684	1534	1683
barcode26.fasta	barcode31.fasta	97.263	1535	1683
barcode26.fasta	barcode54.fasta	97.2605	1531	1683
barcode26.fasta	barcode91.fasta	97.2595	1532	1683
barcode26.fasta	barcode43.fasta	97.2502	1539	1683
barcode26.fasta	barcode53.fasta	97.2427	1537	1683
barcode26.fasta	barcode89.fasta	97.2365	1518	1683
barcode26.fasta	barcode41.fasta	97.2297	1547	1683
barcode26.fasta	barcode65.fasta	97.221	1533	1683
barcode26.fasta	barcode32.fasta	97.221	1532	1683
barcode26.fasta	barcode81.fasta	97.2186	1523	1683
