Barcode_present	spacer_id	
barcode44	barcode93_contig_2_Unknown_1_17|300955-300986
barcode49	barcode93_contig_2_Unknown_1_17|300955-300986
barcode53	barcode93_contig_2_Unknown_1_17|300955-300986
barcode57	barcode93_contig_2_Unknown_1_17|300955-300986
barcode62	barcode93_contig_2_Unknown_1_17|300955-300986
barcode64	barcode93_contig_2_Unknown_1_17|300955-300986
barcode81	barcode93_contig_2_Unknown_1_17|300955-300986
barcode93	barcode93_contig_2_Unknown_1_17|300955-300986
barcode96	barcode93_contig_2_Unknown_1_17|300955-300986
barcode03	barcode03_contig_1_Unknown_1_87|298523-298554
barcode32	barcode03_contig_1_Unknown_1_87|298523-298554
barcode51	barcode03_contig_1_Unknown_1_87|298523-298554
barcode65	barcode03_contig_1_Unknown_1_87|298523-298554
barcode89	barcode03_contig_1_Unknown_1_87|298523-298554
barcode43	barcode43_contig_1_Unknown_1_58|300127-300158
barcode54	barcode43_contig_1_Unknown_1_58|300127-300158
barcode91	barcode43_contig_1_Unknown_1_58|300127-300158
barcode95	barcode43_contig_1_Unknown_1_58|300127-300158
barcode14	barcode81_contig_1_Unknown_2_19|303188-303219
barcode44	barcode81_contig_1_Unknown_2_19|303188-303219
barcode49	barcode81_contig_1_Unknown_2_19|303188-303219
barcode57	barcode81_contig_1_Unknown_2_19|303188-303219
barcode62	barcode81_contig_1_Unknown_2_19|303188-303219
barcode81	barcode81_contig_1_Unknown_2_19|303188-303219
barcode96	barcode81_contig_1_Unknown_2_19|303188-303219
barcode48	barcode48_contig_3_Unknown_1_22|293575-293606
barcode69	barcode48_contig_3_Unknown_1_22|293575-293606
barcode15	barcode15_contig_1_Unknown_1_17|298374-298405
barcode41	barcode15_contig_1_Unknown_1_17|298374-298405
barcode59	barcode15_contig_1_Unknown_1_17|298374-298405
barcode60	barcode15_contig_1_Unknown_1_17|298374-298405
barcode02	barcode02_contig_1_Unknown_1_79|302457-302488
barcode63	barcode02_contig_1_Unknown_1_79|302457-302488
barcode70	barcode02_contig_1_Unknown_1_79|302457-302488
barcode69	barcode69_contig_1_Unknown_1_45|288305-288336
barcode03	barcode03_contig_1_Unknown_1_13|294080-294111
barcode32	barcode03_contig_1_Unknown_1_13|294080-294111
barcode51	barcode03_contig_1_Unknown_1_13|294080-294111
barcode65	barcode03_contig_1_Unknown_1_13|294080-294111
barcode89	barcode03_contig_1_Unknown_1_13|294080-294111
barcode14	barcode93_contig_2_Unknown_2_8|307655-307686
barcode31	barcode93_contig_2_Unknown_2_8|307655-307686
barcode37	barcode93_contig_2_Unknown_2_8|307655-307686
barcode44	barcode93_contig_2_Unknown_2_8|307655-307686
barcode49	barcode93_contig_2_Unknown_2_8|307655-307686
barcode53	barcode93_contig_2_Unknown_2_8|307655-307686
barcode57	barcode93_contig_2_Unknown_2_8|307655-307686
barcode62	barcode93_contig_2_Unknown_2_8|307655-307686
barcode64	barcode93_contig_2_Unknown_2_8|307655-307686
barcode81	barcode93_contig_2_Unknown_2_8|307655-307686
barcode93	barcode93_contig_2_Unknown_2_8|307655-307686
barcode96	barcode93_contig_2_Unknown_2_8|307655-307686
barcode41	barcode59_contig_1_Unknown_1_29|292365-292396
barcode59	barcode59_contig_1_Unknown_1_29|292365-292396
barcode60	barcode59_contig_1_Unknown_1_29|292365-292396
barcode58	barcode58_contig_1_Unknown_1_27|296166-296197
barcode58	barcode58_contig_1_Unknown_1_21|295806-295837
barcode03	barcode03_contig_1_Unknown_1_93|298883-298914
barcode32	barcode03_contig_1_Unknown_1_93|298883-298914
barcode51	barcode03_contig_1_Unknown_1_93|298883-298914
barcode65	barcode03_contig_1_Unknown_1_93|298883-298914
barcode89	barcode03_contig_1_Unknown_1_93|298883-298914
barcode03	barcode03_contig_1_Unknown_1_34|295340-295371
barcode32	barcode03_contig_1_Unknown_1_34|295340-295371
barcode51	barcode03_contig_1_Unknown_1_34|295340-295371
barcode65	barcode03_contig_1_Unknown_1_34|295340-295371
barcode89	barcode03_contig_1_Unknown_1_34|295340-295371
barcode14	barcode61_contig_1_Unknown_1_33|296476-296507
barcode31	barcode61_contig_1_Unknown_1_33|296476-296507
barcode37	barcode61_contig_1_Unknown_1_33|296476-296507
barcode44	barcode61_contig_1_Unknown_1_33|296476-296507
barcode45	barcode61_contig_1_Unknown_1_33|296476-296507
barcode49	barcode61_contig_1_Unknown_1_33|296476-296507
barcode53	barcode61_contig_1_Unknown_1_33|296476-296507
barcode57	barcode61_contig_1_Unknown_1_33|296476-296507
barcode61	barcode61_contig_1_Unknown_1_33|296476-296507
barcode62	barcode61_contig_1_Unknown_1_33|296476-296507
barcode64	barcode61_contig_1_Unknown_1_33|296476-296507
barcode81	barcode61_contig_1_Unknown_1_33|296476-296507
barcode96	barcode61_contig_1_Unknown_1_33|296476-296507
barcode93	barcode93_contig_2_Unknown_1_76|304495-304526
barcode14	barcode36_contig_1_Unknown_1_39|287545-287576
barcode31	barcode36_contig_1_Unknown_1_39|287545-287576
barcode36	barcode36_contig_1_Unknown_1_39|287545-287576
barcode37	barcode36_contig_1_Unknown_1_39|287545-287576
barcode43	barcode36_contig_1_Unknown_1_39|287545-287576
barcode44	barcode36_contig_1_Unknown_1_39|287545-287576
barcode49	barcode36_contig_1_Unknown_1_39|287545-287576
barcode53	barcode36_contig_1_Unknown_1_39|287545-287576
barcode54	barcode36_contig_1_Unknown_1_39|287545-287576
barcode57	barcode36_contig_1_Unknown_1_39|287545-287576
barcode62	barcode36_contig_1_Unknown_1_39|287545-287576
barcode64	barcode36_contig_1_Unknown_1_39|287545-287576
barcode81	barcode36_contig_1_Unknown_1_39|287545-287576
barcode91	barcode36_contig_1_Unknown_1_39|287545-287576
barcode93	barcode36_contig_1_Unknown_1_39|287545-287576
barcode95	barcode36_contig_1_Unknown_1_39|287545-287576
barcode96	barcode36_contig_1_Unknown_1_39|287545-287576
barcode52	barcode52_contig_1_Unknown_1_72|295558-295589
barcode45	barcode61_contig_1_Unknown_1_42|297016-297047
barcode61	barcode61_contig_1_Unknown_1_42|297016-297047
barcode93	barcode93_contig_2_Unknown_2_9|307715-307746
barcode31	barcode64_contig_1_Unknown_1_118|293909-293940
barcode31	barcode64_contig_1_Unknown_1_118|293909-293940
barcode37	barcode64_contig_1_Unknown_1_118|293909-293940
barcode37	barcode64_contig_1_Unknown_1_118|293909-293940
barcode53	barcode64_contig_1_Unknown_1_118|293909-293940
barcode53	barcode64_contig_1_Unknown_1_118|293909-293940
barcode64	barcode64_contig_1_Unknown_1_118|293909-293940
barcode64	barcode64_contig_1_Unknown_1_118|293909-293940
barcode01	barcode01_contig_1_Unknown_1_1|4596358-4596389
barcode56	barcode01_contig_1_Unknown_1_1|4596358-4596389
barcode83	barcode01_contig_1_Unknown_1_1|4596358-4596389
barcode14	barcode93_contig_2_Unknown_1_92|305455-305486
barcode31	barcode93_contig_2_Unknown_1_92|305455-305486
barcode37	barcode93_contig_2_Unknown_1_92|305455-305486
barcode44	barcode93_contig_2_Unknown_1_92|305455-305486
barcode49	barcode93_contig_2_Unknown_1_92|305455-305486
barcode53	barcode93_contig_2_Unknown_1_92|305455-305486
barcode57	barcode93_contig_2_Unknown_1_92|305455-305486
barcode62	barcode93_contig_2_Unknown_1_92|305455-305486
barcode64	barcode93_contig_2_Unknown_1_92|305455-305486
barcode81	barcode93_contig_2_Unknown_1_92|305455-305486
barcode93	barcode93_contig_2_Unknown_1_92|305455-305486
barcode96	barcode93_contig_2_Unknown_1_92|305455-305486
barcode14	barcode93_contig_2_Unknown_1_80|304735-304766
barcode31	barcode93_contig_2_Unknown_1_80|304735-304766
barcode37	barcode93_contig_2_Unknown_1_80|304735-304766
barcode44	barcode93_contig_2_Unknown_1_80|304735-304766
barcode49	barcode93_contig_2_Unknown_1_80|304735-304766
barcode53	barcode93_contig_2_Unknown_1_80|304735-304766
barcode57	barcode93_contig_2_Unknown_1_80|304735-304766
barcode62	barcode93_contig_2_Unknown_1_80|304735-304766
barcode64	barcode93_contig_2_Unknown_1_80|304735-304766
barcode81	barcode93_contig_2_Unknown_1_80|304735-304766
barcode93	barcode93_contig_2_Unknown_1_80|304735-304766
barcode96	barcode93_contig_2_Unknown_1_80|304735-304766
barcode14	barcode48_contig_3_Unknown_1_12|292975-293006
barcode31	barcode48_contig_3_Unknown_1_12|292975-293006
barcode37	barcode48_contig_3_Unknown_1_12|292975-293006
barcode43	barcode48_contig_3_Unknown_1_12|292975-293006
barcode44	barcode48_contig_3_Unknown_1_12|292975-293006
barcode48	barcode48_contig_3_Unknown_1_12|292975-293006
barcode49	barcode48_contig_3_Unknown_1_12|292975-293006
barcode53	barcode48_contig_3_Unknown_1_12|292975-293006
barcode54	barcode48_contig_3_Unknown_1_12|292975-293006
barcode57	barcode48_contig_3_Unknown_1_12|292975-293006
barcode62	barcode48_contig_3_Unknown_1_12|292975-293006
barcode64	barcode48_contig_3_Unknown_1_12|292975-293006
barcode69	barcode48_contig_3_Unknown_1_12|292975-293006
barcode81	barcode48_contig_3_Unknown_1_12|292975-293006
barcode91	barcode48_contig_3_Unknown_1_12|292975-293006
barcode93	barcode48_contig_3_Unknown_1_12|292975-293006
barcode95	barcode48_contig_3_Unknown_1_12|292975-293006
barcode96	barcode48_contig_3_Unknown_1_12|292975-293006
barcode45	barcode52_contig_1_Unknown_1_18|292317-292348
barcode52	barcode52_contig_1_Unknown_1_18|292317-292348
barcode45	barcode45_contig_1_Unknown_1_99|296202-296233
barcode03	barcode03_contig_1_Unknown_1_100|299304-299335
barcode32	barcode03_contig_1_Unknown_1_100|299304-299335
barcode51	barcode03_contig_1_Unknown_1_100|299304-299335
barcode65	barcode03_contig_1_Unknown_1_100|299304-299335
barcode89	barcode03_contig_1_Unknown_1_100|299304-299335
barcode45	barcode61_contig_1_Unknown_1_19|295636-295667
barcode61	barcode61_contig_1_Unknown_1_19|295636-295667
barcode46	barcode48_contig_3_Unknown_1_37|294475-294506
barcode47	barcode48_contig_3_Unknown_1_37|294475-294506
barcode48	barcode48_contig_3_Unknown_1_37|294475-294506
barcode69	barcode48_contig_3_Unknown_1_37|294475-294506
barcode46	barcode46_contig_1_Unknown_1_62|296031-296062
barcode47	barcode46_contig_1_Unknown_1_62|296031-296062
barcode02	barcode02_contig_1_Unknown_1_21|298976-299007
barcode14	barcode02_contig_1_Unknown_1_21|298976-299007
barcode31	barcode02_contig_1_Unknown_1_21|298976-299007
barcode37	barcode02_contig_1_Unknown_1_21|298976-299007
barcode43	barcode02_contig_1_Unknown_1_21|298976-299007
barcode44	barcode02_contig_1_Unknown_1_21|298976-299007
barcode49	barcode02_contig_1_Unknown_1_21|298976-299007
barcode53	barcode02_contig_1_Unknown_1_21|298976-299007
barcode54	barcode02_contig_1_Unknown_1_21|298976-299007
barcode57	barcode02_contig_1_Unknown_1_21|298976-299007
barcode62	barcode02_contig_1_Unknown_1_21|298976-299007
barcode63	barcode02_contig_1_Unknown_1_21|298976-299007
barcode64	barcode02_contig_1_Unknown_1_21|298976-299007
barcode70	barcode02_contig_1_Unknown_1_21|298976-299007
barcode81	barcode02_contig_1_Unknown_1_21|298976-299007
barcode91	barcode02_contig_1_Unknown_1_21|298976-299007
barcode93	barcode02_contig_1_Unknown_1_21|298976-299007
barcode95	barcode02_contig_1_Unknown_1_21|298976-299007
barcode96	barcode02_contig_1_Unknown_1_21|298976-299007
barcode36	barcode36_contig_1_Unknown_1_27|286824-286855
barcode41	barcode41_contig_1_Unknown_1_35|292784-292815
barcode02	barcode48_contig_3_Unknown_1_8|292735-292766
barcode36	barcode48_contig_3_Unknown_1_8|292735-292766
barcode48	barcode48_contig_3_Unknown_1_8|292735-292766
barcode63	barcode48_contig_3_Unknown_1_8|292735-292766
barcode69	barcode48_contig_3_Unknown_1_8|292735-292766
barcode70	barcode48_contig_3_Unknown_1_8|292735-292766
barcode31	barcode64_contig_1_Unknown_1_131|294691-294722
barcode37	barcode64_contig_1_Unknown_1_131|294691-294722
barcode53	barcode64_contig_1_Unknown_1_131|294691-294722
barcode64	barcode64_contig_1_Unknown_1_131|294691-294722
barcode46	barcode46_contig_1_Unknown_1_54|295551-295582
barcode47	barcode46_contig_1_Unknown_1_54|295551-295582
barcode02	barcode02_contig_1_Unknown_1_73|302097-302128
barcode63	barcode02_contig_1_Unknown_1_73|302097-302128
barcode70	barcode02_contig_1_Unknown_1_73|302097-302128
barcode43	barcode43_contig_1_Unknown_1_56|300007-300038
barcode54	barcode43_contig_1_Unknown_1_56|300007-300038
barcode91	barcode43_contig_1_Unknown_1_56|300007-300038
barcode95	barcode43_contig_1_Unknown_1_56|300007-300038
barcode14	barcode52_contig_1_Unknown_1_40|293638-293669
barcode31	barcode52_contig_1_Unknown_1_40|293638-293669
barcode37	barcode52_contig_1_Unknown_1_40|293638-293669
barcode44	barcode52_contig_1_Unknown_1_40|293638-293669
barcode49	barcode52_contig_1_Unknown_1_40|293638-293669
barcode52	barcode52_contig_1_Unknown_1_40|293638-293669
barcode53	barcode52_contig_1_Unknown_1_40|293638-293669
barcode57	barcode52_contig_1_Unknown_1_40|293638-293669
barcode62	barcode52_contig_1_Unknown_1_40|293638-293669
barcode64	barcode52_contig_1_Unknown_1_40|293638-293669
barcode81	barcode52_contig_1_Unknown_1_40|293638-293669
barcode93	barcode52_contig_1_Unknown_1_40|293638-293669
barcode96	barcode52_contig_1_Unknown_1_40|293638-293669
barcode41	barcode59_contig_1_Unknown_1_19|291765-291796
barcode59	barcode59_contig_1_Unknown_1_19|291765-291796
barcode60	barcode59_contig_1_Unknown_1_19|291765-291796
barcode02	barcode02_contig_1_Unknown_1_74|302157-302188
barcode63	barcode02_contig_1_Unknown_1_74|302157-302188
barcode70	barcode02_contig_1_Unknown_1_74|302157-302188
barcode58	barcode58_contig_1_Unknown_1_61|298207-298238
barcode45	barcode46_contig_1_Unknown_1_17|293330-293361
barcode46	barcode46_contig_1_Unknown_1_17|293330-293361
barcode47	barcode46_contig_1_Unknown_1_17|293330-293361
barcode52	barcode46_contig_1_Unknown_1_17|293330-293361
barcode45	barcode61_contig_1_Unknown_1_34|296536-296567
barcode61	barcode61_contig_1_Unknown_1_34|296536-296567
barcode14	barcode36_contig_1_Unknown_1_24|286644-286675
barcode31	barcode36_contig_1_Unknown_1_24|286644-286675
barcode36	barcode36_contig_1_Unknown_1_24|286644-286675
barcode37	barcode36_contig_1_Unknown_1_24|286644-286675
barcode43	barcode36_contig_1_Unknown_1_24|286644-286675
barcode44	barcode36_contig_1_Unknown_1_24|286644-286675
barcode49	barcode36_contig_1_Unknown_1_24|286644-286675
barcode53	barcode36_contig_1_Unknown_1_24|286644-286675
barcode54	barcode36_contig_1_Unknown_1_24|286644-286675
barcode57	barcode36_contig_1_Unknown_1_24|286644-286675
barcode62	barcode36_contig_1_Unknown_1_24|286644-286675
barcode64	barcode36_contig_1_Unknown_1_24|286644-286675
barcode81	barcode36_contig_1_Unknown_1_24|286644-286675
barcode91	barcode36_contig_1_Unknown_1_24|286644-286675
barcode93	barcode36_contig_1_Unknown_1_24|286644-286675
barcode95	barcode36_contig_1_Unknown_1_24|286644-286675
barcode96	barcode36_contig_1_Unknown_1_24|286644-286675
barcode52	barcode52_contig_1_Unknown_1_56|294598-294629
barcode45	barcode61_contig_1_Unknown_1_20|295696-295727
barcode61	barcode61_contig_1_Unknown_1_20|295696-295727
barcode14	barcode93_contig_2_Unknown_1_81|304795-304826
barcode31	barcode93_contig_2_Unknown_1_81|304795-304826
barcode37	barcode93_contig_2_Unknown_1_81|304795-304826
barcode44	barcode93_contig_2_Unknown_1_81|304795-304826
barcode49	barcode93_contig_2_Unknown_1_81|304795-304826
barcode53	barcode93_contig_2_Unknown_1_81|304795-304826
barcode57	barcode93_contig_2_Unknown_1_81|304795-304826
barcode62	barcode93_contig_2_Unknown_1_81|304795-304826
barcode64	barcode93_contig_2_Unknown_1_81|304795-304826
barcode81	barcode93_contig_2_Unknown_1_81|304795-304826
barcode93	barcode93_contig_2_Unknown_1_81|304795-304826
barcode96	barcode93_contig_2_Unknown_1_81|304795-304826
barcode14	barcode93_contig_2_Unknown_1_87|305155-305186
barcode31	barcode93_contig_2_Unknown_1_87|305155-305186
barcode37	barcode93_contig_2_Unknown_1_87|305155-305186
barcode44	barcode93_contig_2_Unknown_1_87|305155-305186
barcode49	barcode93_contig_2_Unknown_1_87|305155-305186
barcode53	barcode93_contig_2_Unknown_1_87|305155-305186
barcode57	barcode93_contig_2_Unknown_1_87|305155-305186
barcode62	barcode93_contig_2_Unknown_1_87|305155-305186
barcode64	barcode93_contig_2_Unknown_1_87|305155-305186
barcode81	barcode93_contig_2_Unknown_1_87|305155-305186
barcode93	barcode93_contig_2_Unknown_1_87|305155-305186
barcode96	barcode93_contig_2_Unknown_1_87|305155-305186
barcode14	barcode81_contig_1_Unknown_2_10|302647-302678
barcode44	barcode81_contig_1_Unknown_2_10|302647-302678
barcode49	barcode81_contig_1_Unknown_2_10|302647-302678
barcode57	barcode81_contig_1_Unknown_2_10|302647-302678
barcode62	barcode81_contig_1_Unknown_2_10|302647-302678
barcode81	barcode81_contig_1_Unknown_2_10|302647-302678
barcode96	barcode81_contig_1_Unknown_2_10|302647-302678
barcode61	barcode61_contig_1_Unknown_1_69|298635-298666
barcode03	barcode03_contig_1_Unknown_1_4|293540-293571
barcode32	barcode03_contig_1_Unknown_1_4|293540-293571
barcode51	barcode03_contig_1_Unknown_1_4|293540-293571
barcode65	barcode03_contig_1_Unknown_1_4|293540-293571
barcode89	barcode03_contig_1_Unknown_1_4|293540-293571
barcode52	barcode52_contig_1_Unknown_1_27|292858-292889
barcode01	barcode01_contig_1_Unknown_1_40|4598698-4598729
barcode56	barcode01_contig_1_Unknown_1_40|4598698-4598729
barcode83	barcode01_contig_1_Unknown_1_40|4598698-4598729
barcode31	barcode45_contig_1_Unknown_1_37|292483-292514
barcode37	barcode45_contig_1_Unknown_1_37|292483-292514
barcode45	barcode45_contig_1_Unknown_1_37|292483-292514
barcode53	barcode45_contig_1_Unknown_1_37|292483-292514
barcode64	barcode45_contig_1_Unknown_1_37|292483-292514
barcode93	barcode45_contig_1_Unknown_1_37|292483-292514
barcode36	barcode36_contig_1_Unknown_1_59|288746-288777
barcode43	barcode43_contig_1_Unknown_1_87|301867-301898
barcode54	barcode43_contig_1_Unknown_1_87|301867-301898
barcode91	barcode43_contig_1_Unknown_1_87|301867-301898
barcode95	barcode43_contig_1_Unknown_1_87|301867-301898
barcode31	barcode64_contig_1_Unknown_1_126|294391-294422
barcode37	barcode64_contig_1_Unknown_1_126|294391-294422
barcode53	barcode64_contig_1_Unknown_1_126|294391-294422
barcode64	barcode64_contig_1_Unknown_1_126|294391-294422
barcode02	barcode02_contig_1_Unknown_1_58|301194-301225
barcode63	barcode02_contig_1_Unknown_1_58|301194-301225
barcode70	barcode02_contig_1_Unknown_1_58|301194-301225
barcode46	barcode46_contig_1_Unknown_1_30|294110-294141
barcode47	barcode46_contig_1_Unknown_1_30|294110-294141
barcode52	barcode46_contig_1_Unknown_1_30|294110-294141
barcode43	barcode43_contig_1_Unknown_1_34|298686-298717
barcode54	barcode43_contig_1_Unknown_1_34|298686-298717
barcode91	barcode43_contig_1_Unknown_1_34|298686-298717
barcode95	barcode43_contig_1_Unknown_1_34|298686-298717
barcode45	barcode61_contig_1_Unknown_1_60|298096-298127
barcode61	barcode61_contig_1_Unknown_1_60|298096-298127
barcode03	barcode03_contig_1_Unknown_1_57|296721-296752
barcode32	barcode03_contig_1_Unknown_1_57|296721-296752
barcode51	barcode03_contig_1_Unknown_1_57|296721-296752
barcode65	barcode03_contig_1_Unknown_1_57|296721-296752
barcode89	barcode03_contig_1_Unknown_1_57|296721-296752
barcode46	barcode46_contig_1_Unknown_1_76|296872-296903
barcode47	barcode46_contig_1_Unknown_1_76|296872-296903
barcode58	barcode58_contig_1_Unknown_1_53|297726-297757
barcode14	barcode46_contig_1_Unknown_1_28|293990-294021
barcode31	barcode46_contig_1_Unknown_1_28|293990-294021
barcode36	barcode46_contig_1_Unknown_1_28|293990-294021
barcode37	barcode46_contig_1_Unknown_1_28|293990-294021
barcode44	barcode46_contig_1_Unknown_1_28|293990-294021
barcode45	barcode46_contig_1_Unknown_1_28|293990-294021
barcode46	barcode46_contig_1_Unknown_1_28|293990-294021
barcode47	barcode46_contig_1_Unknown_1_28|293990-294021
barcode49	barcode46_contig_1_Unknown_1_28|293990-294021
barcode52	barcode46_contig_1_Unknown_1_28|293990-294021
barcode53	barcode46_contig_1_Unknown_1_28|293990-294021
barcode57	barcode46_contig_1_Unknown_1_28|293990-294021
barcode62	barcode46_contig_1_Unknown_1_28|293990-294021
barcode64	barcode46_contig_1_Unknown_1_28|293990-294021
barcode81	barcode46_contig_1_Unknown_1_28|293990-294021
barcode93	barcode46_contig_1_Unknown_1_28|293990-294021
barcode96	barcode46_contig_1_Unknown_1_28|293990-294021
barcode58	barcode58_contig_1_Unknown_1_24|295986-296017
barcode52	barcode52_contig_1_Unknown_1_76|295798-295829
barcode03	barcode03_contig_1_Unknown_1_38|295580-295611
barcode32	barcode03_contig_1_Unknown_1_38|295580-295611
barcode51	barcode03_contig_1_Unknown_1_38|295580-295611
barcode65	barcode03_contig_1_Unknown_1_38|295580-295611
barcode89	barcode03_contig_1_Unknown_1_38|295580-295611
barcode14	barcode93_contig_2_Unknown_2_6|307535-307566
barcode31	barcode93_contig_2_Unknown_2_6|307535-307566
barcode37	barcode93_contig_2_Unknown_2_6|307535-307566
barcode44	barcode93_contig_2_Unknown_2_6|307535-307566
barcode49	barcode93_contig_2_Unknown_2_6|307535-307566
barcode53	barcode93_contig_2_Unknown_2_6|307535-307566
barcode57	barcode93_contig_2_Unknown_2_6|307535-307566
barcode62	barcode93_contig_2_Unknown_2_6|307535-307566
barcode64	barcode93_contig_2_Unknown_2_6|307535-307566
barcode81	barcode93_contig_2_Unknown_2_6|307535-307566
barcode93	barcode93_contig_2_Unknown_2_6|307535-307566
barcode96	barcode93_contig_2_Unknown_2_6|307535-307566
barcode31	barcode64_contig_1_Unknown_1_128|294511-294542
barcode37	barcode64_contig_1_Unknown_1_128|294511-294542
barcode53	barcode64_contig_1_Unknown_1_128|294511-294542
barcode64	barcode64_contig_1_Unknown_1_128|294511-294542
barcode61	barcode61_contig_1_Unknown_1_77|299116-299147
barcode02	barcode02_contig_1_Unknown_1_46|300474-300505
barcode63	barcode02_contig_1_Unknown_1_46|300474-300505
barcode70	barcode02_contig_1_Unknown_1_46|300474-300505
barcode45	barcode61_contig_1_Unknown_1_32|296416-296447
barcode61	barcode61_contig_1_Unknown_1_32|296416-296447
barcode36	barcode36_contig_1_Unknown_1_63|288987-289018
barcode15	barcode15_contig_1_Unknown_1_7|297774-297805
barcode41	barcode15_contig_1_Unknown_1_7|297774-297805
barcode58	barcode15_contig_1_Unknown_1_7|297774-297805
barcode59	barcode15_contig_1_Unknown_1_7|297774-297805
barcode60	barcode15_contig_1_Unknown_1_7|297774-297805
barcode14	barcode93_contig_2_Unknown_1_79|304675-304706
barcode31	barcode93_contig_2_Unknown_1_79|304675-304706
barcode37	barcode93_contig_2_Unknown_1_79|304675-304706
barcode44	barcode93_contig_2_Unknown_1_79|304675-304706
barcode49	barcode93_contig_2_Unknown_1_79|304675-304706
barcode53	barcode93_contig_2_Unknown_1_79|304675-304706
barcode57	barcode93_contig_2_Unknown_1_79|304675-304706
barcode62	barcode93_contig_2_Unknown_1_79|304675-304706
barcode64	barcode93_contig_2_Unknown_1_79|304675-304706
barcode81	barcode93_contig_2_Unknown_1_79|304675-304706
barcode93	barcode93_contig_2_Unknown_1_79|304675-304706
barcode96	barcode93_contig_2_Unknown_1_79|304675-304706
barcode61	barcode61_contig_1_Unknown_1_56|297856-297887
barcode41	barcode41_contig_1_Unknown_1_26|292244-292275
barcode52	barcode52_contig_1_Unknown_1_67|295258-295289
barcode45	barcode61_contig_1_Unknown_1_62|298216-298247
barcode61	barcode61_contig_1_Unknown_1_62|298216-298247
barcode14	barcode81_contig_1_Unknown_2_16|303007-303038
barcode44	barcode81_contig_1_Unknown_2_16|303007-303038
barcode49	barcode81_contig_1_Unknown_2_16|303007-303038
barcode57	barcode81_contig_1_Unknown_2_16|303007-303038
barcode62	barcode81_contig_1_Unknown_2_16|303007-303038
barcode81	barcode81_contig_1_Unknown_2_16|303007-303038
barcode96	barcode81_contig_1_Unknown_2_16|303007-303038
barcode46	barcode46_contig_1_Unknown_1_37|294530-294561
barcode47	barcode46_contig_1_Unknown_1_37|294530-294561
barcode52	barcode46_contig_1_Unknown_1_37|294530-294561
barcode03	barcode03_contig_1_Unknown_1_16|294260-294291
barcode32	barcode03_contig_1_Unknown_1_16|294260-294291
barcode51	barcode03_contig_1_Unknown_1_16|294260-294291
barcode65	barcode03_contig_1_Unknown_1_16|294260-294291
barcode89	barcode03_contig_1_Unknown_1_16|294260-294291
barcode45	barcode61_contig_1_Unknown_1_41|296956-296987
barcode61	barcode61_contig_1_Unknown_1_41|296956-296987
barcode31	barcode64_contig_1_Unknown_1_110|293429-293461
barcode37	barcode64_contig_1_Unknown_1_110|293429-293461
barcode53	barcode64_contig_1_Unknown_1_110|293429-293461
barcode64	barcode64_contig_1_Unknown_1_110|293429-293461
barcode46	barcode46_contig_1_Unknown_1_74|296752-296783
barcode47	barcode46_contig_1_Unknown_1_74|296752-296783
barcode02	barcode02_contig_1_Unknown_1_78|302397-302428
barcode63	barcode02_contig_1_Unknown_1_78|302397-302428
barcode70	barcode02_contig_1_Unknown_1_78|302397-302428
barcode14	barcode93_contig_2_Unknown_1_93|305515-305546
barcode31	barcode93_contig_2_Unknown_1_93|305515-305546
barcode37	barcode93_contig_2_Unknown_1_93|305515-305546
barcode44	barcode93_contig_2_Unknown_1_93|305515-305546
barcode49	barcode93_contig_2_Unknown_1_93|305515-305546
barcode53	barcode93_contig_2_Unknown_1_93|305515-305546
barcode57	barcode93_contig_2_Unknown_1_93|305515-305546
barcode62	barcode93_contig_2_Unknown_1_93|305515-305546
barcode64	barcode93_contig_2_Unknown_1_93|305515-305546
barcode81	barcode93_contig_2_Unknown_1_93|305515-305546
barcode93	barcode93_contig_2_Unknown_1_93|305515-305546
barcode96	barcode93_contig_2_Unknown_1_93|305515-305546
barcode14	barcode57_contig_1_Unknown_2_22|303432-303463
barcode44	barcode57_contig_1_Unknown_2_22|303432-303463
barcode49	barcode57_contig_1_Unknown_2_22|303432-303463
barcode57	barcode57_contig_1_Unknown_2_22|303432-303463
barcode62	barcode57_contig_1_Unknown_2_22|303432-303463
barcode81	barcode57_contig_1_Unknown_2_22|303432-303463
barcode96	barcode57_contig_1_Unknown_2_22|303432-303463
barcode14	barcode81_contig_1_Unknown_2_22|303368-303400
barcode44	barcode81_contig_1_Unknown_2_22|303368-303400
barcode49	barcode81_contig_1_Unknown_2_22|303368-303400
barcode62	barcode81_contig_1_Unknown_2_22|303368-303400
barcode81	barcode81_contig_1_Unknown_2_22|303368-303400
barcode36	barcode36_contig_1_Unknown_1_81|290069-290100
barcode31	barcode61_contig_1_Unknown_1_24|295936-295967
barcode37	barcode61_contig_1_Unknown_1_24|295936-295967
barcode45	barcode61_contig_1_Unknown_1_24|295936-295967
barcode53	barcode61_contig_1_Unknown_1_24|295936-295967
barcode61	barcode61_contig_1_Unknown_1_24|295936-295967
barcode64	barcode61_contig_1_Unknown_1_24|295936-295967
barcode93	barcode61_contig_1_Unknown_1_24|295936-295967
barcode45	barcode61_contig_1_Unknown_1_53|297676-297707
barcode61	barcode61_contig_1_Unknown_1_53|297676-297707
barcode46	barcode46_contig_1_Unknown_1_55|295611-295642
barcode47	barcode46_contig_1_Unknown_1_55|295611-295642
barcode58	barcode58_contig_1_Unknown_1_56|297906-297937
