region	organism	contig	start	stop	genes	contigBorder	wholeContig
Xcc_barcode25_contig_1_polish_RGP_6	Xcc_barcode25	contig_1_polish	3579534	3615352	33	False	False
Xcc_barcode25_contig_1_polish_RGP_12	Xcc_barcode25	contig_1_polish	3789849	3806719	15	False	False
Xcc_barcode25_contig_1_polish_RGP_14	Xcc_barcode25	contig_1_polish	3848324	3855694	11	False	False
Xcc_barcode25_contig_1_polish_RGP_28	Xcc_barcode25	contig_1_polish	4443859	4449250	4	False	False
Xcc_barcode25_contig_1_polish_RGP_21	Xcc_barcode25	contig_1_polish	4835244	4844984	6	False	False
Xcc_barcode25_contig_1_polish_RGP_20	Xcc_barcode25	contig_1_polish	4986007	4989436	6	False	False
Xcc_barcode25_contig_1_polish_RGP_27	Xcc_barcode25	contig_1_polish	5017640	5024964	4	False	False
Xcc_barcode25_contig_1_polish_RGP_11	Xcc_barcode25	contig_1_polish	5044629	5058452	19	False	False
Xcc_barcode25_contig_1_polish_RGP_19	Xcc_barcode25	contig_1_polish	5068941	5077013	7	False	False
Xcc_barcode26_contig_1_polish_RGP_4	Xcc_barcode26	contig_1_polish	58191	88374	27	False	False
Xcc_barcode26_contig_1_polish_RGP_19	Xcc_barcode26	contig_1_polish	163453	177721	9	False	False
Xcc_barcode26_contig_1_polish_RGP_28	Xcc_barcode26	contig_1_polish	290594	299825	7	False	False
Xcc_barcode26_contig_1_polish_RGP_10	Xcc_barcode26	contig_1_polish	405088	418700	13	False	False
Xcc_barcode26_contig_1_polish_RGP_23	Xcc_barcode26	contig_1_polish	567875	576355	6	False	False
Xcc_barcode26_contig_1_polish_RGP_13	Xcc_barcode26	contig_1_polish	639740	662722	15	False	False
Xcc_barcode26_contig_1_polish_RGP_2	Xcc_barcode26	contig_1_polish	711417	733191	25	False	False
Xcc_barcode26_contig_1_polish_RGP_15	Xcc_barcode26	contig_1_polish	861117	871955	10	False	False
Xcc_barcode26_contig_1_polish_RGP_5	Xcc_barcode26	contig_1_polish	1062594	1081715	18	False	False
Xcc_barcode26_contig_1_polish_RGP_18	Xcc_barcode26	contig_1_polish	1169935	1176993	7	False	False
Xcc_barcode26_contig_1_polish_RGP_22	Xcc_barcode26	contig_1_polish	1190751	1194222	6	False	False
Xcc_barcode26_contig_1_polish_RGP_1	Xcc_barcode26	contig_1_polish	1263210	1310163	48	False	False
Xcc_barcode26_contig_1_polish_RGP_8	Xcc_barcode26	contig_1_polish	1503520	1526770	19	False	False
Xcc_barcode26_contig_1_polish_RGP_27	Xcc_barcode26	contig_1_polish	1787893	1792281	5	False	False
Xcc_barcode26_contig_1_polish_RGP_21	Xcc_barcode26	contig_1_polish	1882713	1889769	6	False	False
Xcc_barcode26_contig_1_polish_RGP_14	Xcc_barcode26	contig_1_polish	1993812	2021969	22	False	False
Xcc_barcode26_contig_1_polish_RGP_7	Xcc_barcode26	contig_1_polish	2465819	2493633	15	False	False
Xcc_barcode26_contig_1_polish_RGP_12	Xcc_barcode26	contig_1_polish	2510371	2526853	13	False	False
Xcc_barcode26_contig_1_polish_RGP_26	Xcc_barcode26	contig_1_polish	2690134	2697873	5	False	False
Xcc_barcode26_contig_1_polish_RGP_11	Xcc_barcode26	contig_1_polish	2727833	2743056	13	False	False
Xcc_barcode26_contig_1_polish_RGP_17	Xcc_barcode26	contig_1_polish	2858221	2872259	7	False	False
Xcc_barcode26_contig_1_polish_RGP_0	Xcc_barcode26	contig_1_polish	3037251	3091946	56	False	False
Xcc_barcode26_contig_1_polish_RGP_3	Xcc_barcode26	contig_1_polish	3245868	3273452	19	False	False
Xcc_barcode26_contig_1_polish_RGP_25	Xcc_barcode26	contig_1_polish	3495530	3499628	5	False	False
Xcc_barcode26_contig_1_polish_RGP_32	Xcc_barcode26	contig_1_polish	3543247	3547554	6	False	False
Xcc_barcode26_contig_1_polish_RGP_6	Xcc_barcode26	contig_1_polish	3723189	3742384	17	False	False
Xcc_barcode26_contig_1_polish_RGP_31	Xcc_barcode26	contig_1_polish	4183369	4191309	6	False	False
Xcc_barcode26_contig_1_polish_RGP_30	Xcc_barcode26	contig_1_polish	4374065	4379459	4	False	False
Xcc_barcode26_contig_1_polish_RGP_16	Xcc_barcode26	contig_1_polish	4408254	4414550	7	False	False
Xcc_barcode26_contig_1_polish_RGP_24	Xcc_barcode26	contig_1_polish	4909221	4912621	5	False	False
Xcc_barcode26_contig_1_polish_RGP_29	Xcc_barcode26	contig_1_polish	4939271	4946591	4	False	False
Xcc_barcode26_contig_1_polish_RGP_9	Xcc_barcode26	contig_1_polish	4964775	4979468	19	False	False
Xcc_barcode26_contig_1_polish_RGP_20	Xcc_barcode26	contig_1_polish	4989698	4997778	6	False	False
Xcc_barcode27_contig_1_polish_RGP_3	Xcc_barcode27	contig_1_polish	55161	91034	34	False	False
Xcc_barcode27_contig_1_polish_RGP_31	Xcc_barcode27	contig_1_polish	143198	146598	5	False	False
Xcc_barcode27_contig_1_polish_RGP_26	Xcc_barcode27	contig_1_polish	170474	176631	6	False	False
Xcc_barcode27_contig_1_polish_RGP_34	Xcc_barcode27	contig_1_polish	283680	287062	4	False	False
Xcc_barcode27_contig_1_polish_RGP_33	Xcc_barcode27	contig_1_polish	675680	681074	4	False	False
Xcc_barcode27_contig_1_polish_RGP_17	Xcc_barcode27	contig_1_polish	833620	839092	8	False	False
Xcc_barcode27_contig_1_polish_RGP_2	Xcc_barcode27	contig_1_polish	1252191	1283597	25	False	False
Xcc_barcode27_contig_1_polish_RGP_9	Xcc_barcode27	contig_1_polish	1351598	1368413	17	False	False
Xcc_barcode27_contig_1_polish_RGP_30	Xcc_barcode27	contig_1_polish	1590097	1594195	5	False	False
Xcc_barcode27_contig_1_polish_RGP_13	Xcc_barcode27	contig_1_polish	1815889	1827242	10	False	False
Xcc_barcode27_contig_1_polish_RGP_1	Xcc_barcode27	contig_1_polish	1982127	2031019	49	False	False
Xcc_barcode27_contig_1_polish_RGP_6	Xcc_barcode27	contig_1_polish	2195948	2225344	19	False	False
Xcc_barcode27_contig_1_polish_RGP_11	Xcc_barcode27	contig_1_polish	2345741	2359782	11	False	False
Xcc_barcode27_contig_1_polish_RGP_29	Xcc_barcode27	contig_1_polish	2389765	2397504	5	False	False
Xcc_barcode27_contig_1_polish_RGP_7	Xcc_barcode27	contig_1_polish	2587797	2616084	18	False	False
Xcc_barcode27_contig_1_polish_RGP_12	Xcc_barcode27	contig_1_polish	3059130	3073344	14	False	False
Xcc_barcode27_contig_1_polish_RGP_25	Xcc_barcode27	contig_1_polish	3078358	3085426	6	False	False
Xcc_barcode27_contig_1_polish_RGP_24	Xcc_barcode27	contig_1_polish	3190609	3197665	6	False	False
Xcc_barcode27_contig_1_polish_RGP_32	Xcc_barcode27	contig_1_polish	3361893	3366623	4	False	False
Xcc_barcode27_contig_1_polish_RGP_8	Xcc_barcode27	contig_1_polish	3556186	3578949	19	False	False
Xcc_barcode27_contig_1_polish_RGP_23	Xcc_barcode27	contig_1_polish	3646424	3652111	6	False	False
Xcc_barcode27_contig_1_polish_RGP_0	Xcc_barcode27	contig_1_polish	3780129	3825213	49	False	False
Xcc_barcode27_contig_1_polish_RGP_22	Xcc_barcode27	contig_1_polish	3894179	3897650	6	False	False
Xcc_barcode27_contig_1_polish_RGP_21	Xcc_barcode27	contig_1_polish	3911408	3917209	6	False	False
Xcc_barcode27_contig_1_polish_RGP_5	Xcc_barcode27	contig_1_polish	4003904	4025002	21	False	False
Xcc_barcode27_contig_1_polish_RGP_16	Xcc_barcode27	contig_1_polish	4214197	4221996	9	False	False
Xcc_barcode27_contig_1_polish_RGP_4	Xcc_barcode27	contig_1_polish	4347685	4368861	22	False	False
Xcc_barcode27_contig_1_polish_RGP_15	Xcc_barcode27	contig_1_polish	4417558	4439416	13	False	False
Xcc_barcode27_contig_1_polish_RGP_20	Xcc_barcode27	contig_1_polish	4502718	4511120	6	False	False
Xcc_barcode27_contig_1_polish_RGP_28	Xcc_barcode27	contig_1_polish	4601978	4610887	9	False	False
Xcc_barcode27_contig_1_polish_RGP_14	Xcc_barcode27	contig_1_polish	4686883	4700351	11	False	False
Xcc_barcode27_contig_1_polish_RGP_27	Xcc_barcode27	contig_1_polish	4814042	4823273	7	False	False
Xcc_barcode27_contig_1_polish_RGP_10	Xcc_barcode27	contig_1_polish	4930347	4943189	12	False	False
Xcc_barcode27_contig_1_polish_RGP_19	Xcc_barcode27	contig_1_polish	4994836	5001898	8	False	False
Xcc_barcode27_contig_1_polish_RGP_18	Xcc_barcode27	contig_1_polish	5012116	5020196	6	False	False
Xcc_barcode28_contig_1_polish_RGP_8	Xcc_barcode28	contig_1_polish	56820	93947	34	False	False
Xcc_barcode28_contig_1_polish_RGP_11	Xcc_barcode28	contig_1_polish	165566	184631	16	False	False
Xcc_barcode28_contig_1_polish_RGP_31	Xcc_barcode28	contig_1_polish	293529	302759	7	False	False
Xcc_barcode28_contig_1_polish_RGP_10	Xcc_barcode28	contig_1_polish	407983	422780	14	False	False
Xcc_barcode28_contig_1_polish_RGP_19	Xcc_barcode28	contig_1_polish	631437	652873	12	False	False
Xcc_barcode28_contig_1_polish_RGP_7	Xcc_barcode28	contig_1_polish	701708	720557	20	False	False
Xcc_barcode28_contig_1_polish_RGP_15	Xcc_barcode28	contig_1_polish	1043628	1055641	11	False	False
Xcc_barcode28_contig_1_polish_RGP_24	Xcc_barcode28	contig_1_polish	1142767	1148568	6	False	False
Xcc_barcode28_contig_1_polish_RGP_23	Xcc_barcode28	contig_1_polish	1162326	1165797	6	False	False
Xcc_barcode28_contig_1_polish_RGP_5	Xcc_barcode28	contig_1_polish	1234786	1269322	32	False	False
Xcc_barcode28_contig_1_polish_RGP_3	Xcc_barcode28	contig_1_polish	1395789	1436191	57	False	False
Xcc_barcode28_contig_1_polish_RGP_12	Xcc_barcode28	contig_1_polish	1503045	1523565	17	False	False
Xcc_barcode28_contig_1_polish_RGP_33	Xcc_barcode28	contig_1_polish	1714380	1719110	4	False	False
Xcc_barcode28_contig_1_polish_RGP_22	Xcc_barcode28	contig_1_polish	1879420	1886476	6	False	False
Xcc_barcode28_contig_1_polish_RGP_2	Xcc_barcode28	contig_1_polish	1990810	2035611	60	False	False
Xcc_barcode28_contig_1_polish_RGP_18	Xcc_barcode28	contig_1_polish	2040625	2053673	12	False	False
Xcc_barcode28_contig_1_polish_RGP_30	Xcc_barcode28	contig_1_polish	2151289	2159195	5	False	False
Xcc_barcode28_contig_1_polish_RGP_20	Xcc_barcode28	contig_1_polish	2453026	2459524	9	False	False
Xcc_barcode28_contig_1_polish_RGP_4	Xcc_barcode28	contig_1_polish	2517830	2549750	35	False	False
Xcc_barcode28_contig_1_polish_RGP_29	Xcc_barcode28	contig_1_polish	2713091	2720836	5	False	False
Xcc_barcode28_contig_1_polish_RGP_16	Xcc_barcode28	contig_1_polish	2750819	2763190	12	False	False
Xcc_barcode28_contig_1_polish_RGP_1	Xcc_barcode28	contig_1_polish	2881560	2958912	65	False	False
Xcc_barcode28_contig_1_polish_RGP_0	Xcc_barcode28	contig_1_polish	3123840	3211668	75	False	False
Xcc_barcode28_contig_1_polish_RGP_9	Xcc_barcode28	contig_1_polish	3365518	3386899	16	False	False
Xcc_barcode28_contig_1_polish_RGP_28	Xcc_barcode28	contig_1_polish	3608695	3612565	5	False	False
Xcc_barcode28_contig_1_polish_RGP_6	Xcc_barcode28	contig_1_polish	3832831	3855869	22	False	False
Xcc_barcode28_contig_1_polish_RGP_14	Xcc_barcode28	contig_1_polish	3930034	3940432	11	False	False
Xcc_barcode28_contig_1_polish_RGP_21	Xcc_barcode28	contig_1_polish	4260762	4272031	6	False	False
Xcc_barcode28_contig_1_polish_RGP_27	Xcc_barcode28	contig_1_polish	4357386	4361670	5	False	False
Xcc_barcode28_contig_1_polish_RGP_26	Xcc_barcode28	contig_1_polish	4409089	4412859	5	False	False
Xcc_barcode28_contig_1_polish_RGP_25	Xcc_barcode28	contig_1_polish	4512967	4518361	5	False	False
Xcc_barcode28_contig_1_polish_RGP_32	Xcc_barcode28	contig_1_polish	5075761	5082959	4	False	False
Xcc_barcode28_contig_1_polish_RGP_13	Xcc_barcode28	contig_1_polish	5101141	5112495	18	False	False
Xcc_barcode28_contig_1_polish_RGP_17	Xcc_barcode28	contig_1_polish	5122960	5131892	9	False	False
Xcc_barcode29_contig_1_polish_RGP_9	Xcc_barcode29	contig_1_polish	60766	86231	24	False	False
Xcc_barcode29_contig_1_polish_RGP_16	Xcc_barcode29	contig_1_polish	158842	169428	12	False	False
Xcc_barcode29_contig_1_polish_RGP_27	Xcc_barcode29	contig_1_polish	280941	289352	7	False	False
Xcc_barcode29_contig_1_polish_RGP_15	Xcc_barcode29	contig_1_polish	392038	402414	10	False	False
Xcc_barcode29_contig_1_polish_RGP_18	Xcc_barcode29	contig_1_polish	612924	634190	12	False	False
Xcc_barcode29_contig_1_polish_RGP_6	Xcc_barcode29	contig_1_polish	682633	701047	22	False	False
Xcc_barcode29_contig_1_polish_RGP_17	Xcc_barcode29	contig_1_polish	825745	833517	8	False	False
Xcc_barcode29_contig_1_polish_RGP_2	Xcc_barcode29	contig_1_polish	1194312	1231932	38	False	False
Xcc_barcode29_contig_1_polish_RGP_30	Xcc_barcode29	contig_1_polish	1244805	1249084	4	False	False
Xcc_barcode29_contig_1_polish_RGP_14	Xcc_barcode29	contig_1_polish	1430650	1451050	16	False	False
Xcc_barcode29_contig_1_polish_RGP_26	Xcc_barcode29	contig_1_polish	1640398	1644848	5	False	False
Xcc_barcode29_contig_1_polish_RGP_24	Xcc_barcode29	contig_1_polish	1804688	1811744	6	False	False
Xcc_barcode29_contig_1_polish_RGP_23	Xcc_barcode29	contig_1_polish	1915528	1924104	6	False	False
Xcc_barcode29_contig_1_polish_RGP_10	Xcc_barcode29	contig_1_polish	1929137	1949068	18	False	False
Xcc_barcode29_contig_1_polish_RGP_22	Xcc_barcode29	contig_1_polish	2179170	2184271	8	False	False
Xcc_barcode29_contig_1_polish_RGP_7	Xcc_barcode29	contig_1_polish	2404322	2419100	20	False	False
Xcc_barcode29_contig_1_polish_RGP_8	Xcc_barcode29	contig_1_polish	2538198	2553546	19	False	False
Xcc_barcode29_contig_1_polish_RGP_25	Xcc_barcode29	contig_1_polish	2583264	2591003	5	False	False
Xcc_barcode29_contig_1_polish_RGP_5	Xcc_barcode29	contig_1_polish	2753944	2776206	24	False	False
Xcc_barcode29_contig_1_polish_RGP_0	Xcc_barcode29	contig_1_polish	2792780	2869851	75	False	False
Xcc_barcode29_contig_1_polish_RGP_1	Xcc_barcode29	contig_1_polish	3034263	3078490	44	False	False
Xcc_barcode29_contig_1_polish_RGP_4	Xcc_barcode29	contig_1_polish	3234077	3259426	30	False	False
Xcc_barcode29_contig_1_polish_RGP_3	Xcc_barcode29	contig_1_polish	3527756	3566315	36	False	False
Xcc_barcode29_contig_1_polish_RGP_12	Xcc_barcode29	contig_1_polish	3740811	3757681	15	False	False
Xcc_barcode29_contig_1_polish_RGP_13	Xcc_barcode29	contig_1_polish	3799286	3807128	12	False	False
Xcc_barcode29_contig_1_polish_RGP_29	Xcc_barcode29	contig_1_polish	4394000	4399391	4	False	False
Xcc_barcode29_contig_1_polish_RGP_21	Xcc_barcode29	contig_1_polish	4785359	4795099	6	False	False
Xcc_barcode29_contig_1_polish_RGP_20	Xcc_barcode29	contig_1_polish	4936122	4939551	6	False	False
Xcc_barcode29_contig_1_polish_RGP_28	Xcc_barcode29	contig_1_polish	4966209	4973522	4	False	False
Xcc_barcode29_contig_1_polish_RGP_11	Xcc_barcode29	contig_1_polish	4992291	5006114	19	False	False
Xcc_barcode29_contig_1_polish_RGP_19	Xcc_barcode29	contig_1_polish	5016603	5024683	6	False	False
Xcc_barcode30_contig_1_polish_RGP_6	Xcc_barcode30	contig_1_polish	56844	94070	32	False	False
Xcc_barcode30_contig_1_polish_RGP_3	Xcc_barcode30	contig_1_polish	163792	186263	24	False	False
Xcc_barcode30_contig_1_polish_RGP_29	Xcc_barcode30	contig_1_polish	295104	304334	7	False	False
Xcc_barcode30_contig_1_polish_RGP_12	Xcc_barcode30	contig_1_polish	409548	424159	12	False	False
Xcc_barcode30_contig_1_polish_RGP_17	Xcc_barcode30	contig_1_polish	633359	651961	10	False	False
Xcc_barcode30_contig_1_polish_RGP_35	Xcc_barcode30	contig_1_polish	796487	801881	4	False	False
Xcc_barcode30_contig_1_polish_RGP_5	Xcc_barcode30	contig_1_polish	1362204	1382048	18	False	False
Xcc_barcode30_contig_1_polish_RGP_4	Xcc_barcode30	contig_1_polish	1456460	1478770	20	False	False
Xcc_barcode30_contig_1_polish_RGP_34	Xcc_barcode30	contig_1_polish	1565092	1568300	4	False	False
Xcc_barcode30_contig_1_polish_RGP_24	Xcc_barcode30	contig_1_polish	1700622	1705491	6	False	False
Xcc_barcode30_contig_1_polish_RGP_33	Xcc_barcode30	contig_1_polish	1922829	1926554	4	False	False
Xcc_barcode30_contig_1_polish_RGP_2	Xcc_barcode30	contig_1_polish	2080565	2113877	37	False	False
Xcc_barcode30_contig_1_polish_RGP_28	Xcc_barcode30	contig_1_polish	2279030	2290656	5	False	False
Xcc_barcode30_contig_1_polish_RGP_11	Xcc_barcode30	contig_1_polish	2405135	2420327	14	False	False
Xcc_barcode30_contig_1_polish_RGP_27	Xcc_barcode30	contig_1_polish	2450290	2458035	5	False	False
Xcc_barcode30_contig_1_polish_RGP_7	Xcc_barcode30	contig_1_polish	2620241	2643682	18	False	False
Xcc_barcode30_contig_1_polish_RGP_1	Xcc_barcode30	contig_1_polish	2660420	2763076	95	False	False
Xcc_barcode30_contig_1_polish_RGP_18	Xcc_barcode30	contig_1_polish	2805413	2809658	7	False	False
Xcc_barcode30_contig_1_polish_RGP_14	Xcc_barcode30	contig_1_polish	2845683	2861691	11	False	False
Xcc_barcode30_contig_1_polish_RGP_26	Xcc_barcode30	contig_1_polish	3119784	3126460	5	False	False
Xcc_barcode30_contig_1_polish_RGP_16	Xcc_barcode30	contig_1_polish	3224071	3237119	12	False	False
Xcc_barcode30_contig_1_polish_RGP_23	Xcc_barcode30	contig_1_polish	3242133	3249201	6	False	False
Xcc_barcode30_contig_1_polish_RGP_22	Xcc_barcode30	contig_1_polish	3354736	3361792	6	False	False
Xcc_barcode30_contig_1_polish_RGP_32	Xcc_barcode30	contig_1_polish	3521661	3526391	4	False	False
Xcc_barcode30_contig_1_polish_RGP_9	Xcc_barcode30	contig_1_polish	3715684	3736169	17	False	False
Xcc_barcode30_contig_1_polish_RGP_0	Xcc_barcode30	contig_1_polish	3930696	4038126	97	False	False
Xcc_barcode30_contig_1_polish_RGP_21	Xcc_barcode30	contig_1_polish	4107007	4110478	6	False	False
Xcc_barcode30_contig_1_polish_RGP_20	Xcc_barcode30	contig_1_polish	4124228	4130029	6	False	False
Xcc_barcode30_contig_1_polish_RGP_8	Xcc_barcode30	contig_1_polish	4217163	4233725	15	False	False
Xcc_barcode30_contig_1_polish_RGP_15	Xcc_barcode30	contig_1_polish	4551423	4564504	11	False	False
Xcc_barcode30_contig_1_polish_RGP_31	Xcc_barcode30	contig_1_polish	4614546	4619721	6	False	False
Xcc_barcode30_contig_1_polish_RGP_13	Xcc_barcode30	contig_1_polish	4709432	4716577	11	False	False
Xcc_barcode30_contig_1_polish_RGP_25	Xcc_barcode30	contig_1_polish	4976621	4981266	5	False	False
Xcc_barcode30_contig_1_polish_RGP_30	Xcc_barcode30	contig_1_polish	5037023	5044201	4	False	False
Xcc_barcode30_contig_1_polish_RGP_10	Xcc_barcode30	contig_1_polish	5062382	5075250	18	False	False
Xcc_barcode30_contig_1_polish_RGP_19	Xcc_barcode30	contig_1_polish	5085721	5093801	6	False	False
Xcc_barcode33_contig_1_polish_RGP_4	Xcc_barcode33	contig_1_polish	56842	94864	33	False	False
Xcc_barcode33_contig_1_polish_RGP_15	Xcc_barcode33	contig_1_polish	164311	181838	13	False	False
Xcc_barcode33_contig_1_polish_RGP_35	Xcc_barcode33	contig_1_polish	274878	278105	4	False	False
Xcc_barcode33_contig_1_polish_RGP_30	Xcc_barcode33	contig_1_polish	299902	309132	7	False	False
Xcc_barcode33_contig_1_polish_RGP_7	Xcc_barcode33	contig_1_polish	414259	430236	17	False	False
Xcc_barcode33_contig_1_polish_RGP_18	Xcc_barcode33	contig_1_polish	639512	660953	12	False	False
Xcc_barcode33_contig_1_polish_RGP_0	Xcc_barcode33	contig_1_polish	709488	758879	50	False	False
Xcc_barcode33_contig_1_polish_RGP_6	Xcc_barcode33	contig_1_polish	1081263	1100544	18	False	False
Xcc_barcode33_contig_1_polish_RGP_23	Xcc_barcode33	contig_1_polish	1187684	1193485	6	False	False
Xcc_barcode33_contig_1_polish_RGP_22	Xcc_barcode33	contig_1_polish	1207243	1210714	6	False	False
Xcc_barcode33_contig_1_polish_RGP_1	Xcc_barcode33	contig_1_polish	1279333	1334489	47	False	False
Xcc_barcode33_contig_1_polish_RGP_12	Xcc_barcode33	contig_1_polish	1528224	1548728	17	False	False
Xcc_barcode33_contig_1_polish_RGP_34	Xcc_barcode33	contig_1_polish	1738032	1742762	4	False	False
Xcc_barcode33_contig_1_polish_RGP_21	Xcc_barcode33	contig_1_polish	1902639	1909695	6	False	False
Xcc_barcode33_contig_1_polish_RGP_9	Xcc_barcode33	contig_1_polish	2014028	2043245	26	False	False
Xcc_barcode33_contig_1_polish_RGP_29	Xcc_barcode33	contig_1_polish	2140706	2147382	5	False	False
Xcc_barcode33_contig_1_polish_RGP_17	Xcc_barcode33	contig_1_polish	2441065	2448770	10	False	False
Xcc_barcode33_contig_1_polish_RGP_5	Xcc_barcode33	contig_1_polish	2488854	2512991	18	False	False
Xcc_barcode33_contig_1_polish_RGP_3	Xcc_barcode33	contig_1_polish	2529729	2554822	22	False	False
Xcc_barcode33_contig_1_polish_RGP_28	Xcc_barcode33	contig_1_polish	2717005	2724750	5	False	False
Xcc_barcode33_contig_1_polish_RGP_16	Xcc_barcode33	contig_1_polish	2754713	2768571	12	False	False
Xcc_barcode33_contig_1_polish_RGP_20	Xcc_barcode33	contig_1_polish	2885195	2899094	6	False	False
Xcc_barcode33_contig_1_polish_RGP_27	Xcc_barcode33	contig_1_polish	3065752	3070290	5	False	False
Xcc_barcode33_contig_1_polish_RGP_2	Xcc_barcode33	contig_1_polish	3224306	3251445	25	False	False
Xcc_barcode33_contig_1_polish_RGP_26	Xcc_barcode33	contig_1_polish	3473294	3487390	15	False	False
Xcc_barcode33_contig_1_polish_RGP_33	Xcc_barcode33	contig_1_polish	3520758	3525065	6	False	False
Xcc_barcode33_contig_1_polish_RGP_11	Xcc_barcode33	contig_1_polish	3698972	3714624	15	False	False
Xcc_barcode33_contig_1_polish_RGP_10	Xcc_barcode33	contig_1_polish	3789209	3806225	13	False	False
Xcc_barcode33_contig_1_polish_RGP_25	Xcc_barcode33	contig_1_polish	4212803	4217068	5	False	False
Xcc_barcode33_contig_1_polish_RGP_32	Xcc_barcode33	contig_1_polish	4367271	4372665	4	False	False
Xcc_barcode33_contig_1_polish_RGP_8	Xcc_barcode33	contig_1_polish	4565418	4580951	15	False	False
Xcc_barcode33_contig_1_polish_RGP_14	Xcc_barcode33	contig_1_polish	4625450	4632595	11	False	False
Xcc_barcode33_contig_1_polish_RGP_24	Xcc_barcode33	contig_1_polish	4893836	4898481	5	False	False
Xcc_barcode33_contig_1_polish_RGP_31	Xcc_barcode33	contig_1_polish	4951271	4958464	4	False	False
Xcc_barcode33_contig_1_polish_RGP_13	Xcc_barcode33	contig_1_polish	4976646	4988002	17	False	False
Xcc_barcode33_contig_1_polish_RGP_19	Xcc_barcode33	contig_1_polish	4998473	5006553	6	False	False
Xcc_barcode34_contig_1_polish_RGP_5	Xcc_barcode34	contig_1_polish	55680	87587	28	False	False
Xcc_barcode34_contig_1_polish_RGP_11	Xcc_barcode34	contig_1_polish	162798	179932	15	False	False
Xcc_barcode34_contig_1_polish_RGP_33	Xcc_barcode34	contig_1_polish	273924	277151	4	False	False
Xcc_barcode34_contig_1_polish_RGP_28	Xcc_barcode34	contig_1_polish	298930	308161	7	False	False
Xcc_barcode34_contig_1_polish_RGP_12	Xcc_barcode34	contig_1_polish	413420	427032	12	False	False
Xcc_barcode34_contig_1_polish_RGP_17	Xcc_barcode34	contig_1_polish	636143	657873	12	False	False
Xcc_barcode34_contig_1_polish_RGP_4	Xcc_barcode34	contig_1_polish	706469	726678	20	False	False
Xcc_barcode34_contig_1_polish_RGP_16	Xcc_barcode34	contig_1_polish	852366	860169	8	False	False
Xcc_barcode34_contig_1_polish_RGP_6	Xcc_barcode34	contig_1_polish	1049292	1068291	18	False	False
Xcc_barcode34_contig_1_polish_RGP_20	Xcc_barcode34	contig_1_polish	1155555	1162613	7	False	False
Xcc_barcode34_contig_1_polish_RGP_24	Xcc_barcode34	contig_1_polish	1176371	1179842	6	False	False
Xcc_barcode34_contig_1_polish_RGP_1	Xcc_barcode34	contig_1_polish	1248822	1288557	42	False	False
Xcc_barcode34_contig_1_polish_RGP_7	Xcc_barcode34	contig_1_polish	1481988	1504561	20	False	False
Xcc_barcode34_contig_1_polish_RGP_32	Xcc_barcode34	contig_1_polish	1694653	1699383	4	False	False
Xcc_barcode34_contig_1_polish_RGP_23	Xcc_barcode34	contig_1_polish	1859832	1866888	6	False	False
Xcc_barcode34_contig_1_polish_RGP_22	Xcc_barcode34	contig_1_polish	1972079	1979147	6	False	False
Xcc_barcode34_contig_1_polish_RGP_15	Xcc_barcode34	contig_1_polish	1984161	1997212	12	False	False
Xcc_barcode34_contig_1_polish_RGP_3	Xcc_barcode34	contig_1_polish	2440438	2483925	33	False	False
Xcc_barcode34_contig_1_polish_RGP_2	Xcc_barcode34	contig_1_polish	2500663	2528512	36	False	False
Xcc_barcode34_contig_1_polish_RGP_27	Xcc_barcode34	contig_1_polish	2686311	2694050	5	False	False
Xcc_barcode34_contig_1_polish_RGP_14	Xcc_barcode34	contig_1_polish	2723999	2739216	13	False	False
Xcc_barcode34_contig_1_polish_RGP_19	Xcc_barcode34	contig_1_polish	2857218	2871256	7	False	False
Xcc_barcode34_contig_1_polish_RGP_0	Xcc_barcode34	contig_1_polish	3036245	3088632	52	False	False
Xcc_barcode34_contig_1_polish_RGP_8	Xcc_barcode34	contig_1_polish	3242485	3263553	15	False	False
Xcc_barcode34_contig_1_polish_RGP_26	Xcc_barcode34	contig_1_polish	3485415	3489513	5	False	False
Xcc_barcode34_contig_1_polish_RGP_10	Xcc_barcode34	contig_1_polish	3710861	3727733	15	False	False
Xcc_barcode34_contig_1_polish_RGP_31	Xcc_barcode34	contig_1_polish	4170238	4178246	6	False	False
Xcc_barcode34_contig_1_polish_RGP_30	Xcc_barcode34	contig_1_polish	4361240	4366634	4	False	False
Xcc_barcode34_contig_1_polish_RGP_18	Xcc_barcode34	contig_1_polish	4395455	4401751	7	False	False
Xcc_barcode34_contig_1_polish_RGP_13	Xcc_barcode34	contig_1_polish	4607613	4614758	11	False	False
Xcc_barcode34_contig_1_polish_RGP_25	Xcc_barcode34	contig_1_polish	4898339	4901739	5	False	False
Xcc_barcode34_contig_1_polish_RGP_29	Xcc_barcode34	contig_1_polish	4928592	4935905	4	False	False
Xcc_barcode34_contig_1_polish_RGP_9	Xcc_barcode34	contig_1_polish	4954089	4968782	19	False	False
Xcc_barcode34_contig_1_polish_RGP_21	Xcc_barcode34	contig_1_polish	4979000	4987080	6	False	False
Xcc_barcode35_contig_1_polish_RGP_8	Xcc_barcode35	contig_1_polish	62276	87741	24	False	False
Xcc_barcode35_contig_1_polish_RGP_17	Xcc_barcode35	contig_1_polish	161510	172096	12	False	False
Xcc_barcode35_contig_1_polish_RGP_27	Xcc_barcode35	contig_1_polish	283614	292025	7	False	False
